283,33.126,34.473,36.553,38.722,40.197
284,33.207,34.553,36.634,38.81,40.293
285,33.287,34.632,36.715,38.899,40.388
286,33.366,34.71,36.796,38.988,40.485
287,33.445,34.788,36.876,39.077,40.582
288,33.523,34.866,36.957,39.166,40.68
289,33.601,34.943,37.037,39.256,40.778
290,33.678,35.02,37.118,39.346,40.877
291,33.755,35.097,37.198,39.437,40.977
292,33.831,35.173,37.279,39.528,41.077
293,33.907,35.25,37.359,39.618,41.177
294,33.983,35.326,37.439,39.709,41.278
